1,1,12612
1,1,39159
1,1,82636
1,1,83116
2,2,48670
2,2,54030
2,2,58778
2,2,62174
2,2,77736
3,3,16351
3,3,34622
3,3,66395
3,3,76159
4,4,1953
4,4,21079
4,4,29835
4,4,45197
4,4,55419
4,4,59999
4,4,67503
4,4,73257
4,4,80035
4,4,81852
5,5,569
5,5,54790
5,5,59384
5,5,78207
5,5,87583
6,6,5087
6,6,8124
6,6,18925
6,6,35589
6,6,52539
6,6,61365
6,6,68548
6,6,70865
6,6,75263
6,6,87409
7,7,25755
7,7,61444
7,7,91520
8,8,29194
8,8,29498
8,8,44435
8,8,54953
8,8,57186
8,8,77072
8,8,77672
9,9,47649
9,9,49606
9,9,50388
9,9,62613
10,10,15011
10,10,16044
10,10,30339
10,10,47993
10,10,78870
10,10,78951
10,10,85375
11,11,70034
12,12,347
12,12,1464
12,12,13377
12,12,25455
12,12,40451
12,12,62226
12,12,72994
12,12,73978
12,12,79182
12,12,84987
12,12,87842
12,12,98987
13,13,15040
13,13,15414
13,13,33014
13,13,44643
13,13,49307
13,13,67230
13,13,77812
14,14,423
14,14,17147
14,14,30620
14,14,33926
14,14,42068
14,14,70953
14,14,98688
15,15,18869
15,15,34387
15,15,37331
15,15,52001
15,15,56977
15,15,58853
15,15,66764
15,15,67557
15,15,79179
15,15,92867
16,16,22738
16,16,29586
16,16,57626
16,16,74158
16,16,77805
16,16,80018
16,16,95460
16,16,96275
17,17,2961
17,17,4539
17,17,69092
17,17,84430
17,17,96036
18,18,4163
18,18,22419
18,18,48655
18,18,73596
18,18,99932
19,19,31889
19,19,34979
19,19,38970
19,19,42027
19,19,56142
19,19,73176
20,20,44741
20,20,55644
20,20,88314
20,20,89008
20,20,98750
21,21,18496
21,21,38630
21,21,77133
21,21,80832
21,21,92130
22,22,12797
22,22,16598
22,22,26305
22,22,52427
22,22,55587
22,22,88301
23,23,9213
23,23,23283
23,23,63171
23,23,66471
23,23,69720
23,23,84442
23,23,91464
24,24,35049
24,24,45640
24,24,78832
24,24,91409
